ID,NAME,TYPE,SUBTYPE,CLASSTYPE,PWR,ACC,DEF,INI,AFFTYPE,AFFVALUE,SPECIAL,SKILL,MINLEVEL,RARITY,COST,REGION,REGION2,REGION3,REGION4,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE2,ATTRIBUTE3,DESC
1420,Cruet,Weapon,Carafe,Satyr,18,6,-5,,Air ,7,,,6,Common,12096,Expanse,Imperia,Nordagh,Steppes,,,,,Air Cruet
1421,Cruet,Weapon,Carafe,Satyr,18,6,-5,,Earth ,7,,,6,Common,12096,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Cruet
1422,Cruet,Weapon,Carafe,Satyr,18,6,-5,,Fire ,7,,,6,Common,12096,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Cruet
1423,Cruet,Weapon,Carafe,Satyr,18,6,-5,,Water ,7,,,6,Common,12096,Expanse,Imperia,Nordagh,Steppes,,,,,Water Cruet
1424,Decanter,Weapon,Carafe,Satyr,36,8,-7,,,,,,12,Frequent,19008,Expanse,,,,Classspecific,,,,Decanter
1425,Decorated Bottle,Weapon,Carafe,Satyr,54,10,-9,,Air ,18,,,18,Common,50544,Expanse,Imperia,Nordagh,Steppes,,,,,Air Decorated Bottle
1426,Decorated Bottle,Weapon,Carafe,Satyr,54,10,-9,,Earth ,18,,,18,Common,50544,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Decorated Bottle
1427,Decorated Bottle,Weapon,Carafe,Satyr,54,10,-9,,Fire ,18,,,18,Common,50544,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Decorated Bottle
1428,Decorated Bottle,Weapon,Carafe,Satyr,54,10,-9,,Water ,18,,,18,Common,50544,Expanse,Imperia,Nordagh,Steppes,,,,,Water Decorated Bottle
1429,Flagon,Weapon,Carafe,Satyr,9,4,-2,,Air ,6,,,3,Common,6048,Expanse,Imperia,Nordagh,Steppes,,,,,Air Flagon
1430,Flagon,Weapon,Carafe,Satyr,9,4,-2,,Earth ,6,,,3,Common,6048,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Flagon
1431,Flagon,Weapon,Carafe,Satyr,9,4,-2,,Fire ,6,,,3,Common,6048,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Flagon
1432,Flagon,Weapon,Carafe,Satyr,9,4,-2,,Water ,6,,,3,Common,6048,Expanse,Imperia,Nordagh,Steppes,,,,,Water Flagon
1433,Flask,Weapon,Carafe,Satyr,15,4,-4,,Earth ,6,,,5,Common,9360,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Earth Flask
1434,Heavy Bottle,Weapon,Carafe,Satyr,33,8,-7,,Air ,12,,,11,Common,26136,Expanse,Imperia,Nordagh,Steppes,,,,,Air Heavy Bottle
1435,Heavy Bottle,Weapon,Carafe,Satyr,33,8,-7,,Earth ,12,,,11,Common,26136,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Heavy Bottle
1436,Heavy Bottle,Weapon,Carafe,Satyr,33,8,-7,,Fire ,12,,,11,Common,26136,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Heavy Bottle
1437,Heavy Bottle,Weapon,Carafe,Satyr,33,8,-7,,Water ,12,,,11,Common,26136,Expanse,Imperia,Nordagh,Steppes,,,,,Water Heavy Bottle
1438,Hip Flask,Weapon,Carafe,Satyr,3,4,-1,,Air ,6,,,1,Common,2088,Expanse,Imperia,Nordagh,Steppes,,,,,Air Hip Flask
1439,Hip Flask,Weapon,Carafe,Satyr,3,4,-1,,Earth ,6,,,1,Common,2088,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Hip Flask
1440,Hip Flask,Weapon,Carafe,Satyr,3,4,-1,,Fire ,6,,,1,Common,2088,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Hip Flask
1441,Hip Flask,Weapon,Carafe,Satyr,3,4,-1,,Water ,6,,,1,Common,2088,Expanse,Imperia,Nordagh,Steppes,,,,,Water Hip Flask
1442,Jug,Weapon,Carafe,Satyr,51,10,-9,,Water ,17,,,17,Rare,50184,Nordagh,,,,Classspecific,,,,Water Jug
1443,Mug,Weapon,Carafe,Satyr,24,6,-5,,Fire ,9,,,8,Common,17280,Nordagh,,,,Classspecific,,,,Fire Mug
1444,Phial,Weapon,Carafe,Satyr,21,6,-5,,Air ,8,,,7,Common,14616,Expanse,Imperia,Nordagh,Steppes,,,,,Air Phial
1445,Phial,Weapon,Carafe,Satyr,21,6,-5,,Earth ,8,,,7,Common,14616,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Phial
1446,Phial,Weapon,Carafe,Satyr,21,6,-5,,Fire ,8,,,7,Common,14616,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Phial
1447,Phial,Weapon,Carafe,Satyr,21,6,-5,,Water ,8,,,7,Common,14616,Expanse,Imperia,Nordagh,Steppes,,,,,Water Phial
1448,Pitcher,Weapon,Carafe,Satyr,45,8,-8,,Earth ,16,,,15,Infrequent,41040,Steppes,,,,Classspecific,,,,Earth Pitcher
1449,Vial,Weapon,Carafe,Satyr,27,6,-6,,Air ,10,,,9,Common,19440,Expanse,Imperia,Nordagh,Steppes,,,,,Air Vial
1450,Vial,Weapon,Carafe,Satyr,27,6,-6,,Earth ,10,,,9,Common,19440,Expanse,Imperia,Nordagh,Steppes,,,,,Earth Vial
1451,Vial,Weapon,Carafe,Satyr,27,6,-6,,Fire ,10,,,9,Common,19440,Expanse,Imperia,Nordagh,Steppes,,,,,Fire Vial
1452,Vial,Weapon,Carafe,Satyr,27,6,-6,,Water ,10,,,9,Common,19440,Expanse,Imperia,Nordagh,Steppes,,,,,Water Vial
1453,Stick,Weapon,Club,Civilian,12,,-1,,,,,,1,Common,1368,Expanse,Imperia,Nordagh,Steppes,,,,,Stick
1454,Serrated Bone Club,Weapon,Club,Cyclops,60,,-10,,Earth ,18,,,19,Unique,38304,Imperia,,,,Classspecific,,,,Earth Serrated Bone Club
1455,Dark Oracle Staff,Weapon,Club,CyclopsLesser,104,,-1,,Dark ,20,,,1,Unique,2808,Nordagh,,,,Classspecific,,,,Dark Oracle Staff
1456,Dark Pillar of Hate,Weapon,Club,Galverg,66,,-1,,Dark ,12,,,1,Unique,2232,,,,,Classspecific,,,,Dark Pillar of Hate
1457,Bone Club,Weapon,Club,Plain,18,,-4,,Earth ,10,,,5,Common,9360,Imperia,,,,,,,,Earth Bone Club
1458,Club,Weapon,Club,Plain,6,,-1,,,,,,1,Common,1368,Nordagh,,,,,,,,Club
1459,Crude Mace,Weapon,Club,Plain,48,,-8,,Air ,10,,,15,Infrequent,25920,Imperia,,,,,,,,Air Crude Mace
1460,Crude Mace,Weapon,Club,Plain,48,,-8,,Earth ,10,,,15,Infrequent,25920,Imperia,,,,,,,,Earth Crude Mace
1461,Crude Mace,Weapon,Club,Plain,48,,-8,,Fire ,10,,,15,Infrequent,25920,Imperia,,,,,,,,Fire Crude Mace
1462,Crude Mace,Weapon,Club,Plain,48,,-8,,Water ,10,,,15,Infrequent,25920,Imperia,,,,,,,,Water Crude Mace
1463,Dabus,Weapon,Club,Plain,18,,-4,,Air ,10,,,5,Common,9360,Expanse,,,,,,,,Air Dabus
1464,Dabus,Weapon,Club,Plain,18,,-4,,Earth ,10,,,5,Common,9360,Expanse,,,,,,,,Earth Dabus
1465,Dabus,Weapon,Club,Plain,18,,-4,,Fire ,10,,,5,Common,9360,Expanse,,,,,,,,Fire Dabus
1466,Dabus,Weapon,Club,Plain,18,,-4,,Water ,10,,,5,Common,9360,Expanse,,,,,,,,Water Dabus
1467,Stone Club,Weapon,Club,Plain,33,,-6,,,,,,10,Rare,12240,Imperia,,,,,,,,Stone Club
1468,Wooden Bludgeon,Weapon,Club,Plain,12,,-2,,Earth ,10,,,3,Frequent,6264,Imperia,,,,,,,,Earth Wooden Bludgeon
1469,Horse Leg,Weapon,Club,Yeti,51,,-9,,Air ,0,,,16,Unique,12672,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Air Horse Leg
1470,Horse Leg,Weapon,Club,Yeti,51,,-9,,Earth ,0,,,16,Unique,12672,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Earth Horse Leg
1471,Horse Leg,Weapon,Club,Yeti,51,,-9,,Fire ,0,,,16,Unique,12672,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Fire Horse Leg
1472,Horse Leg,Weapon,Club,Yeti,51,,-9,,Water ,0,,,16,Unique,12672,Expanse,Imperia,Nordagh,Steppes,Classspecific,,,,Water Horse Leg
1473,Piercing Hammer,Weapon,Hammer,Barbarian,92,,-10,,Earth ,18,,,20,Unique,50400,Nordagh,,,,Classspecific,,,,Earth Piercing Hammer
1474,Gavel,Weapon,Hammer,Centurion,84,,-9,,Air ,16,,,18,Unique,43740,Imperia,,,,Classspecific,,,,Air Gavel
1475,Gavel,Weapon,Hammer,Centurion,84,,-9,,Earth ,16,,,18,Unique,43740,Imperia,,,,Classspecific,,,,Earth Gavel
1476,Gavel,Weapon,Hammer,Centurion,84,,-9,,Fire ,16,,,18,Unique,43740,Imperia,,,,Classspecific,,,,Fire Gavel
1477,Gavel,Weapon,Hammer,Centurion,84,,-9,,Water ,16,,,18,Unique,43740,Imperia,,,,Classspecific,,,,Water Gavel
1478,Crusher,Weapon,Hammer,Heavy,70,,-8,,Air ,14,,,15,Infrequent,37800,Nordagh,,,,,,,,Air Crusher
1479,Crusher,Weapon,Hammer,Heavy,70,,-8,,Earth ,14,,,15,Infrequent,37800,Nordagh,,,,,,,,Earth Crusher
1480,Crusher,Weapon,Hammer,Heavy,70,,-8,,Fire ,14,,,15,Infrequent,37800,Nordagh,,,,,,,,Fire Crusher
1481,Crusher,Weapon,Hammer,Heavy,70,,-8,,Water ,14,,,15,Infrequent,37800,Nordagh,,,,,,,,Water Crusher
1482,Curtus Saxum,Weapon,Hammer,Heavy,88,,-10,,Water ,12,,,19,Rare,42750,Imperia,,,,,,,,Water Curtus Saxum
1483,Dalima,Weapon,Hammer,Heavy,84,,-9,,Water ,16,,,18,Rare,48600,Expanse,,,,,,,,Water Dalima
1484,Deletum,Weapon,Hammer,Heavy,70,,-8,,Air ,12,,,15,Infrequent,35100,Imperia,,,,,,,,Air Deletum
1485,Deletum,Weapon,Hammer,Heavy,70,,-8,,Earth ,12,,,15,Infrequent,35100,Imperia,,,,,,,,Earth Deletum
1486,Deletum,Weapon,Hammer,Heavy,70,,-8,,Fire ,12,,,15,Infrequent,35100,Imperia,,,,,,,,Fire Deletum
1487,Deletum,Weapon,Hammer,Heavy,70,,-8,,Water ,12,,,15,Infrequent,35100,Imperia,,,,,,,,Water Deletum
1488,Goupillon,Weapon,Hammer,Heavy,62,,-7,,Air ,12,,,13,Infrequent,31590,Expanse,,,,,,,,Air Goupillon
1489,Goupillon,Weapon,Hammer,Heavy,62,,-7,,Earth ,12,,,13,Infrequent,31590,Expanse,,,,,,,,Earth Goupillon
1490,Goupillon,Weapon,Hammer,Heavy,62,,-7,,Fire ,12,,,13,Infrequent,31590,Expanse,,,,,,,,Fire Goupillon
1491,Goupillon,Weapon,Hammer,Heavy,62,,-7,,Water ,12,,,13,Infrequent,31590,Expanse,,,,,,,,Water Goupillon
1492,Ivory Mallet,Weapon,Hammer,Heavy,40,,-5,,,,,,8,Infrequent,12240,Steppes,,,,,,,,Ivory Mallet
1493,Miner's Pick,Weapon,Hammer,Heavy,9,,-1,,,,,,1,Common,1710,Expanse,,,,,,,,Miner's Pick
1494,Quadrelle,Weapon,Hammer,Heavy,53,,-7,,,,,,11,Infrequent,14850,Expanse,,,,,,,,Quadrelle
1495,Samaam,Weapon,Hammer,Heavy,66,,-8,,Air ,12,,,14,Frequent,31500,Expanse,,,,,,,,Air Samaam
1496,Samaam,Weapon,Hammer,Heavy,66,,-8,,Earth ,12,,,14,Frequent,31500,Expanse,,,,,,,,Earth Samaam
1497,Samaam,Weapon,Hammer,Heavy,66,,-8,,Fire ,12,,,14,Frequent,31500,Expanse,,,,,,,,Fire Samaam
1498,Samaam,Weapon,Hammer,Heavy,66,,-8,,Water ,12,,,14,Frequent,31500,Expanse,,,,,,,,Water Samaam
1499,Sledgehammer,Weapon,Hammer,Heavy,18,,-2,,Air ,6,,,3,Common,6480,Steppes,,,,,,,,Air Sledgehammer
1500,Sledgehammer,Weapon,Hammer,Heavy,18,,-2,,Earth ,6,,,3,Common,6480,Steppes,,,,,,,,Earth Sledgehammer
1501,Sledgehammer,Weapon,Hammer,Heavy,18,,-2,,Fire ,6,,,3,Common,6480,Steppes,,,,,,,,Fire Sledgehammer
1502,Sledgehammer,Weapon,Hammer,Heavy,18,,-2,,Water ,6,,,3,Common,6480,Steppes,,,,,,,,Water Sledgehammer
1503,Stone Maul,Weapon,Hammer,Heavy,22,,-3,,Earth ,6,,,4,Frequent,8640,Expanse,,,,,,,,Earth Stone Maul
1504,Tou-Fung,Weapon,Hammer,Heavy,31,,-5,,Fire ,8,,,6,Frequent,12960,Steppes,,,,,,,,Fire Tou-Fung
1505,War Hammer,Weapon,Hammer,Heavy,48,,-6,,,,,,10,Common,12600,Nordagh,,,,,,,,War Hammer
1506,Claw Hammer,Weapon,Hammer,Medium,36,,-6,,,,,,10,Frequent,11250,Imperia,,,,,,,,Claw Hammer
1507,Clenched Fist,Weapon,Hammer,Medium,56,,-9,,Air ,14,,,16,Very Rare,34800,Imperia,,,,,,,,Air Clenched Fist
1508,Clenched Fist,Weapon,Hammer,Medium,56,,-9,,Earth ,14,,,16,Very Rare,34800,Imperia,,,,,,,,Earth Clenched Fist
1509,Clenched Fist,Weapon,Hammer,Medium,56,,-9,,Fire ,14,,,16,Very Rare,34800,Imperia,,,,,,,,Fire Clenched Fist
1510,Clenched Fist,Weapon,Hammer,Medium,56,,-9,,Water ,14,,,16,Very Rare,34800,Imperia,,,,,,,,Water Clenched Fist
1511,Crowbill,Weapon,Hammer,Medium,20,,-4,,Air ,6,,,5,Common,8250,Imperia,,,,,,,,Air Crowbill
1512,Crowbill,Weapon,Hammer,Medium,20,,-4,,Earth ,6,,,5,Common,8250,Imperia,,,,,,,,Earth Crowbill
1513,Crowbill,Weapon,Hammer,Medium,20,,-4,,Fire ,6,,,5,Common,8250,Imperia,,,,,,,,Fire Crowbill
1514,Crowbill,Weapon,Hammer,Medium,20,,-4,,Water ,6,,,5,Common,8250,Imperia,,,,,,,,Water Crowbill
1515,Fang,Weapon,Hammer,Medium,40,,-7,,,,,,11,Infrequent,12375,Steppes,,,,,,,,Fang
1516,Hoeroa,Weapon,Hammer,Medium,50,,-8,,Water ,14,,,14,Rare,30450,Expanse,,,,,,,,Water Hoeroa
1517,Horn Hammer,Weapon,Hammer,Medium,23,,-5,,Earth ,8,,,6,Frequent,10800,Nordagh,,,,,,,,Earth Horn Hammer
1518,Jitte,Weapon,Hammer,Medium,13,,-2,,,,,,3,Common,4050,Steppes,,,,,,,,Jitte
1519,Light Pick,Weapon,Hammer,Medium,30,,-5,,Water ,10,,,8,Frequent,15600,Nordagh,,,,,,,,Water Light Pick
1520,Mallet,Weapon,Hammer,Medium,17,,-3,,Air ,6,,,4,Common,6900,Expanse,,,,,,,,Air Mallet
1521,Mallet,Weapon,Hammer,Medium,17,,-3,,Earth ,6,,,4,Common,6900,Expanse,,,,,,,,Earth Mallet
1522,Mallet,Weapon,Hammer,Medium,17,,-3,,Fire ,6,,,4,Common,6900,Expanse,,,,,,,,Fire Mallet
1523,Mallet,Weapon,Hammer,Medium,17,,-3,,Water ,6,,,4,Common,6900,Expanse,,,,,,,,Water Mallet
1524,Morningstar,Weapon,Hammer,Medium,63,,-9,,Air ,16,,,18,Rare,40500,Nordagh,,,,,,,,Air Morningstar
1525,Morningstar,Weapon,Hammer,Medium,63,,-9,,Earth ,16,,,18,Rare,40500,Nordagh,,,,,,,,Earth Morningstar
1526,Morningstar,Weapon,Hammer,Medium,63,,-9,,Fire ,16,,,18,Rare,40500,Nordagh,,,,,,,,Fire Morningstar
1527,Morningstar,Weapon,Hammer,Medium,63,,-9,,Water ,16,,,18,Rare,40500,Nordagh,,,,,,,,Water Morningstar
1528,Pernat,Weapon,Hammer,Medium,53,,-8,,Air ,14,,,15,Infrequent,31500,Nordagh,,,,,,,,Air Pernat
1529,Pernat,Weapon,Hammer,Medium,53,,-8,,Earth ,14,,,15,Infrequent,31500,Nordagh,,,,,,,,Earth Pernat
1530,Pernat,Weapon,Hammer,Medium,53,,-8,,Fire ,14,,,15,Infrequent,31500,Nordagh,,,,,,,,Fire Pernat
1531,Pernat,Weapon,Hammer,Medium,53,,-8,,Water ,14,,,15,Infrequent,31500,Nordagh,,,,,,,,Water Pernat
1532,Stone Hammer,Weapon,Hammer,Medium,46,,-7,,Earth ,12,,,13,Frequent,25350,Nordagh,,,,,,,,Earth Stone Hammer
1533,Studded Fist,Weapon,Hammer,Medium,66,,-10,,Air ,16,,,19,Rare,41325,Imperia,,,,,,,,Air Studded Fist
1534,Studded Fist,Weapon,Hammer,Medium,66,,-10,,Earth ,16,,,19,Rare,41325,Imperia,,,,,,,,Earth Studded Fist
1535,Studded Fist,Weapon,Hammer,Medium,66,,-10,,Fire ,16,,,19,Rare,41325,Imperia,,,,,,,,Fire Studded Fist
1536,Studded Fist,Weapon,Hammer,Medium,66,,-10,,Water ,16,,,19,Rare,41325,Imperia,,,,,,,,Water Studded Fist
1537,Weighted Mallet,Weapon,Hammer,Medium,33,,-6,,Air ,10,,,9,Frequent,16875,Steppes,,,,,,,,Air Weighted Mallet
1538,Weighted Mallet,Weapon,Hammer,Medium,33,,-6,,Earth ,10,,,9,Frequent,16875,Steppes,,,,,,,,Earth Weighted Mallet
1539,Weighted Mallet,Weapon,Hammer,Medium,33,,-6,,Fire ,10,,,9,Frequent,16875,Steppes,,,,,,,,Fire Weighted Mallet
1540,Weighted Mallet,Weapon,Hammer,Medium,33,,-6,,Water ,10,,,9,Frequent,16875,Steppes,,,,,,,,Water Weighted Mallet
1541,Columnar Hammer,Weapon,Hammer,Minotaur,75,,-9,,Air ,16,,,16,Unique,38880,Nordagh,,,,Classspecific,,,,Air Columnar Hammer
1542,Columnar Hammer,Weapon,Hammer,Minotaur,75,,-9,,Earth ,16,,,16,Unique,38880,Nordagh,,,,Classspecific,,,,Earth Columnar Hammer
1543,Columnar Hammer,Weapon,Hammer,Minotaur,75,,-9,,Fire ,16,,,16,Unique,38880,Nordagh,,,,Classspecific,,,,Fire Columnar Hammer
1544,Columnar Hammer,Weapon,Hammer,Minotaur,75,,-9,,Water ,16,,,16,Unique,38880,Nordagh,,,,Classspecific,,,,Water Columnar Hammer
1545,Biathainne,Weapon,Hammer,TwoHanded,48,,-6,,Earth ,10,,,10,Infrequent,23400,Nordagh,,,,Classspecific,,,,Earth Biathainne
1546,Guardian's Mallet,Weapon,Hammer,TwoHanded,79,,-9,,Air ,12,,,17,Rare,39780,Steppes,,,,,,,,Air Guardian's Mallet
1547,Guardian's Mallet,Weapon,Hammer,TwoHanded,79,,-9,,Earth ,12,,,17,Rare,39780,Steppes,,,,,,,,Earth Guardian's Mallet
1548,Guardian's Mallet,Weapon,Hammer,TwoHanded,79,,-9,,Fire ,12,,,17,Rare,39780,Steppes,,,,,,,,Fire Guardian's Mallet
1549,Guardian's Mallet,Weapon,Hammer,TwoHanded,79,,-9,,Water ,12,,,17,Rare,39780,Steppes,,,,,,,,Water Guardian's Mallet
1550,Hercules Club,Weapon,Hammer,TwoHanded,35,,-5,,,,,,7,Common,9450,Imperia,,,,,,,,Hercules Club
1551,Maul,Weapon,Hammer,TwoHanded,18,,-2,,,,,,3,Common,4860,Nordagh,,,,,,,,Maul
1552,Plombee,Weapon,Hammer,TwoHanded,44,,-6,,Air ,10,,,9,Frequent,20250,Steppes,,,,,,,,Air Plombee
1553,Plombee,Weapon,Hammer,TwoHanded,44,,-6,,Earth ,10,,,9,Frequent,20250,Steppes,,,,,,,,Earth Plombee
1554,Plombee,Weapon,Hammer,TwoHanded,44,,-6,,Fire ,10,,,9,Frequent,20250,Steppes,,,,,,,,Fire Plombee
1555,Plombee,Weapon,Hammer,TwoHanded,44,,-6,,Water ,10,,,9,Frequent,20250,Steppes,,,,,,,,Water Plombee
1556,Skullbasher,Weapon,Hammer,TwoHanded,66,,-8,,Earth ,12,,,14,Rare,34020,Nordagh,,,,,,,,Earth Skullbasher
1557,Dark Horn Hammer Dark,Weapon,Hammer,Undead,23,,-5,,Dark ,8,,,6,Frequent,12960,Nordagh,,,,Classspecific,,,,Dark Horn Hammer Dark
1558,Aclys,Weapon,Javelin,Plain,6,,-1,,,,,,1,Common,1231,Imperia,,,,,,,,Aclys
1559,Egchos,Weapon,Javelin,Plain,18,,-4,,Air ,6,,,5,Frequent,7452,Imperia,,,,,,,,Air Egchos
1560,Egchos,Weapon,Javelin,Plain,18,,-4,,Earth ,6,,,5,Frequent,7452,Imperia,,,,,,,,Earth Egchos
1561,Egchos,Weapon,Javelin,Plain,18,,-4,,Fire ,6,,,5,Frequent,7452,Imperia,,,,,,,,Fire Egchos
1562,Egchos,Weapon,Javelin,Plain,18,,-4,,Water ,6,,,5,Frequent,7452,Imperia,,,,,,,,Water Egchos
1563,Fuscina,Weapon,Javelin,Plain,30,,-6,,Air ,5,,,9,Very Rare,13414,Imperia,,,,,,,,Air Fuscina
1564,Fuscina,Weapon,Javelin,Plain,30,,-6,,Earth ,5,,,9,Very Rare,13414,Imperia,,,,,,,,Earth Fuscina
1565,Fuscina,Weapon,Javelin,Plain,30,,-6,,Fire ,5,,,9,Very Rare,13414,Imperia,,,,,,,,Fire Fuscina
1566,Fuscina,Weapon,Javelin,Plain,30,,-6,,Water ,5,,,9,Very Rare,13414,Imperia,,,,,,,,Water Fuscina
1567,Gaesum,Weapon,Javelin,Plain,42,,-7,,,,,,13,Rare,13478,Imperia,,,,,,,,Gaesum
1568,Jaculum,Weapon,Javelin,Plain,17,,-3,,Air ,6,,,4,Frequent,6221,Imperia,,,,,,,,Air Jaculum
1569,Jaculum,Weapon,Javelin,Plain,17,,-3,,Earth ,6,,,4,Frequent,6221,Imperia,,,,,,,,Earth Jaculum
1570,Jaculum,Weapon,Javelin,Plain,17,,-3,,Fire ,6,,,4,Frequent,6221,Imperia,,,,,,,,Fire Jaculum
1571,Jaculum,Weapon,Javelin,Plain,17,,-3,,Water ,6,,,4,Frequent,6221,Imperia,,,,,,,,Water Jaculum
1572,Javelin,Weapon,Javelin,Plain,45,,-8,,Air ,10,,,14,Common,19958,Imperia,,,,,,,,Air Javelin
1573,Khonsu,Weapon,Javelin,Plain,33,,-6,,Air ,6,,,10,Infrequent,14256,Steppes,,,,Classspecific,,,,Air Khonsu
1574,Koveh,Weapon,Javelin,Plain,51,,-9,,Air ,14,,,16,Infrequent,27994,Expanse,,,,,,,,Air Koveh
1575,Koveh,Weapon,Javelin,Plain,51,,-9,,Earth ,14,,,16,Infrequent,27994,Expanse,,,,,,,,Earth Koveh
1576,Koveh,Weapon,Javelin,Plain,51,,-9,,Fire ,14,,,16,Infrequent,27994,Expanse,,,,,,,,Fire Koveh
1577,Koveh,Weapon,Javelin,Plain,51,,-9,,Water ,14,,,16,Infrequent,27994,Expanse,,,,,,,,Water Koveh
1578,Pilum,Weapon,Javelin,Plain,48,,-8,,Air ,12,,,15,Frequent,24300,Imperia,,,,,,,,Air Pilum
1579,Pilum,Weapon,Javelin,Plain,48,,-8,,Earth ,12,,,15,Frequent,24300,Imperia,,,,,,,,Earth Pilum
1580,Pilum,Weapon,Javelin,Plain,48,,-8,,Fire ,12,,,15,Frequent,24300,Imperia,,,,,,,,Fire Pilum
1581,Pilum,Weapon,Javelin,Plain,48,,-8,,Water ,12,,,15,Frequent,24300,Imperia,,,,,,,,Water Pilum
1582,Sinan,Weapon,Javelin,Plain,21,,-5,,Earth ,6,,,6,Infrequent,8942,Expanse,,,,,,,,Earth Sinan
1583,Spear,Weapon,Javelin,Plain,27,,-5,,,,,,8,Common,10886,Imperia,,,,,,,,Spear
1584,Spiculum,Weapon,Javelin,Plain,15,,-2,,Air ,6,,,3,Frequent,4860,Imperia,,,,,,,,Air Spiculum
1585,Spiculum,Weapon,Javelin,Plain,15,,-2,,Earth ,6,,,3,Frequent,4860,Imperia,,,,,,,,Earth Spiculum
1586,Spiculum,Weapon,Javelin,Plain,15,,-2,,Fire ,6,,,3,Frequent,4860,Imperia,,,,,,,,Fire Spiculum
1587,Spiculum,Weapon,Javelin,Plain,15,,-2,,Water ,6,,,3,Frequent,4860,Imperia,,,,,,,,Water Spiculum
1588,Tono,Weapon,Javelin,Plain,9,,-2,,,,,,2,Common,2333,Steppes,,,,,,,,Tono
1589,Halberd,Weapon,Spear,Heavy,47,6,-7,,Air ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Air Halberd
1590,Halberd,Weapon,Spear,Heavy,47,6,-7,,Earth ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Earth Halberd
1591,Halberd,Weapon,Spear,Heavy,47,6,-7,,Fire ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Fire Halberd
1592,Halberd,Weapon,Spear,Heavy,47,6,-7,,Water ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Water Halberd
1593,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Air ,6,,,9,Common,12150,Imperia,,,,,,,,Air Heavy Spear
1594,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Earth ,6,,,9,Common,12150,Imperia,,,,,,,,Earth Heavy Spear
1595,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Fire ,6,,,9,Common,12150,Imperia,,,,,,,,Fire Heavy Spear
1596,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Water ,6,,,9,Common,12150,Imperia,,,,,,,,Water Heavy Spear
1597,Partisan,Weapon,Spear,Heavy,58,6,-8,,Air ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Air Partisan
1598,Partisan,Weapon,Spear,Heavy,58,6,-8,,Earth ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Earth Partisan
1599,Partisan,Weapon,Spear,Heavy,58,6,-8,,Fire ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Fire Partisan
1600,Partisan,Weapon,Spear,Heavy,58,6,-8,,Water ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Water Partisan
1601,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Air ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Air Pole Axe
1602,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Earth ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Earth Pole Axe
1603,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Fire ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Fire Pole Axe
1604,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Water ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Water Pole Axe
1605,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Air ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Air Romphaea
1606,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Earth ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Earth Romphaea
1607,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Fire ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Fire Romphaea
1608,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Water ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Water Romphaea
1609,Rummh,Weapon,Spear,Heavy,14,3,-2,,Air ,6,,,3,Frequent,4536,Expanse,,,,,,,,Air Rummh
1610,Rummh,Weapon,Spear,Heavy,14,3,-2,,Earth ,6,,,3,Frequent,4536,Expanse,,,,,,,,Earth Rummh
