//Saved School
NAME:	"Daxterius Maximus"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"SamniteExpF1", "SamniteExpF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"SamniteImp1", "SamniteImp"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"SamniteImpF1", "SamniteImpF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"SamniteSte1", "SamniteSte"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"SamniteSteF1", "SamniteSteF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
	SKILL: "Samnite ClearArea II"
	SKILL: "Samnite HeavyStrike"
	SKILL: "Samnite Squat"

	// innate skills
	SKILL: "Samnite Block II"
	SKILL: "Samnite IndomitableWill"
	SKILL: "Samnite OffBalance"

	// other skills
	SKILL: "Samnite Shield"
	SKILL: "Samnite Bulldoze I"
	SKILL: "Samnite AirAffinity I"
	SKILL: "Samnite EarthAffinity I"
	SKILL: "Samnite FireAffinity I"
	SKILL: "Samnite WaterAffinity I"
	SKILL: "Samnite Combo I"
	SKILL: "Samnite Defend I"
	SKILL: "Samnite AirAffinity II"
	SKILL: "Samnite EarthAffinity II"
	SKILL: "Samnite FireAffinity II"
	SKILL: "Samnite WaterAffinity II"
	SKILL: "Samnite Combo II"
	SKILL: "Samnite AirAffinity III"
	SKILL: "Samnite EarthAffinity III"
	SKILL: "Samnite FireAffinity III"
	SKILL: "Samnite WaterAffinity III"
	SKILL: "Samnite Combo III"
	SKILL: "Samnite ClearArea I"
	SKILL: "Samnite Turtle I"
	SKILL: "Samnite Combo IV"
	SKILL: "Samnite AirAffinity IV"
	SKILL: "Samnite EarthAffinity IV"
	SKILL: "Samnite FireAffinity IV"
	SKILL: "Samnite WaterAffinity IV"
	SKILL: "Samnite HellGate"


CREATEUNIT:		"Satyr1", "Satyr"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	319

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Satyr Evade"

	// basic skills
	SKILL: "Satyr Attack"
	SKILL: "Satyr Run I"
	SKILL: "Satyr FlammableBreath"
	SKILL: "Satyr JugBonk"
	SKILL: "Satyr JugThrow"
	SKILL: "Satyr FlammableBreath II"
	SKILL: "Satyr FlammableBreath III"

	// innate skills
	SKILL: "Satyr Wiseguy"
	SKILL: "Satyr Evade II"
	SKILL: "Satyr Smartass"
	SKILL: "Satyr Evade III"

	// other skills
	SKILL: "Satyr MerryJig"
	SKILL: "Satyr AirAffinity I"
	SKILL: "Satyr EarthAffinity I"
	SKILL: "Satyr FireAffinity I"
	SKILL: "Satyr WaterAffinity I"
	SKILL: "Satyr Combo I"
	SKILL: "Satyr CrowdPleaser"
	SKILL: "Satyr AirAffinity II"
	SKILL: "Satyr EarthAffinity II"
	SKILL: "Satyr FireAffinity II"
	SKILL: "Satyr WaterAffinity II"
	SKILL: "Satyr Turtle I"
	SKILL: "Satyr AirAffinity III"
	SKILL: "Satyr EarthAffinity III"
	SKILL: "Satyr FireAffinity III"
	SKILL: "Satyr WaterAffinity III"
	SKILL: "Satyr Combo III"
	SKILL: "Satyr HairOfTheDog"
	SKILL: "Satyr InvigoratingSpirits"
	SKILL: "Satyr Combo IV"
	SKILL: "Satyr AirAffinity IV"
	SKILL: "Satyr CrowdPleaser II"
	SKILL: "Satyr EarthAffinity IV"
	SKILL: "Satyr FireAffinity IV"
	SKILL: "Satyr WaterAffinity IV"
	SKILL: "Satyr Turtle II"
	SKILL: "Satyr HellGate"





///////////////////////////////////    Characters


CREATEUNIT:		"Urlan", "Urlan"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	8619

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Urlan Block"
	SKILL: "Wolf Evade"
	SKILL: "Cat Evade"
	SKILL: "Bear Evade"

	// basic skills
	SKILL: "Urlan Attack"
	SKILL: "Wolf Attack"
	SKILL: "Wolf Nip"
	SKILL: "Cat Attack"
	SKILL: "Bear Attack"
	SKILL: "Bear Bite"
	SKILL: "Wolf TargetLeg"
	SKILL: "Cat Paw I"
	SKILL: "Cat PrecisionAttack"
	SKILL: "Cat Bite"
	SKILL: "Bear Attack II"
	SKILL: "Bear Paw I"
	SKILL: "Urlan Lunge"
	SKILL: "Urlan CripplingBlow"
	SKILL: "Wolf TargetArm"
	SKILL: "Wolf TearThroat"
	SKILL: "Urlan BreakDefense"
	SKILL: "Cat RakingAttack"
	SKILL: "Cat Pounce"
	SKILL: "Cat Paw II"
	SKILL: "Bear Hug"
	SKILL: "Bear Paw II"
	SKILL: "Bear RakingAttack"
	SKILL: "Urlan DestroyHelm"
	SKILL: "Urlan HellGate"

	// innate skills
	SKILL: "Urlan OlderBrother"
	SKILL: "Cat Leap"
	SKILL: "Wolf PackMentality I"
	SKILL: "Wolf Courage"
	SKILL: "Urlan Garrison"
	SKILL: "Bear WintersFat"
	SKILL: "Urlan Riposte"

	// other skills
	SKILL: "Urlan AirAffinity I"
	SKILL: "Urlan EarthAffinity I"
	SKILL: "Urlan FireAffinity I"
	SKILL: "Urlan WaterAffinity I"
	SKILL: "Urlan WolfForm I"
	SKILL: "Wolf ShiftReturn"
	SKILL: "Urlan CatForm I"
	SKILL: "Cat ShiftReturn"
	SKILL: "Urlan Combo I"
	SKILL: "Urlan AirAffinity II"
	SKILL: "Urlan BearForm I"
	SKILL: "Bear ShiftReturn"
	SKILL: "Urlan EarthAffinity II"
	SKILL: "Urlan FireAffinity II"
	SKILL: "Urlan WaterAffinity II"
	SKILL: "Urlan WolfForm II"
	SKILL: "Wolf LupusCall"
	SKILL: "Urlan Combo II"
	SKILL: "Urlan CatForm II"
	SKILL: "Cat Growl I"
	SKILL: "Urlan AirAffinity III"
	SKILL: "Urlan BearForm II"
	SKILL: "Bear Turtle I"
	SKILL: "Urlan EarthAffinity III"
	SKILL: "Urlan FireAffinity III"
	SKILL: "Urlan WaterAffinity III"
	SKILL: "Urlan Combo III"
	SKILL: "Urlan RiposteSub"
	SKILL: "Urlan WolfForm III"
	SKILL: "Wolf Snarl I"
	SKILL: "Wolf Turtle I"
	SKILL: "Urlan Combo IV"
	SKILL: "Urlan AirAffinity IV"
	SKILL: "Urlan CatForm III"
	SKILL: "Cat Growl II"
	SKILL: "Urlan EarthAffinity IV"
	SKILL: "Urlan FireAffinity IV"
	SKILL: "Urlan WaterAffinity IV"
	SKILL: "Urlan BearForm III"
	SKILL: "Bear Bulldoze I"



CREATEUNIT:		"Ursula", "Ursula"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "Ursula Evade"

	// basic skills
	SKILL: "Ursula Attack"
//	SKILL: "Ursula KillTest"
	SKILL: "Ursula RoundhouseKick"
	SKILL: "Ursula SpellBlast"
	SKILL: "Ursula DirectionSpell"
	SKILL: "Ursula MeteorStorm"
	SKILL: "Ursula HeavenlySpear"
	SKILL: "Ursula DestroyHelm"
	SKILL: "Ursula HellGate"

	// innate skills
	SKILL: "Ursula DervishFaith"
	SKILL: "Ursula SiblingRivalry"
	SKILL: "Ursula LightGuard"
	SKILL: "Ursula Awareness"
	SKILL: "Ursula HealingLight"
	SKILL: "Ursula OffBalance"

	// other skills
	SKILL: "Ursula Shield"
	SKILL: "Ursula CastleGreyskull"
	SKILL: "Ursula AirAffinity I"
	SKILL: "Ursula EarthAffinity I"
	SKILL: "Ursula FireAffinity I"
	SKILL: "Ursula WaterAffinity I"
	SKILL: "Ursula Combo I"
	SKILL: "Ursula LightBeam"
	SKILL: "Ursula AirAffinity II"
	SKILL: "Ursula EarthAffinity II"
	SKILL: "Ursula FireAffinity II"
	SKILL: "Ursula Turtle I"
	SKILL: "Ursula WaterAffinity II"
	SKILL: "Ursula Combo II"
	SKILL: "Ursula AirAffinity III"
	SKILL: "Ursula EarthAffinity III"
	SKILL: "Ursula FireAffinity III"
	SKILL: "Ursula WaterAffinity III"
	SKILL: "Ursula BlindingFlash"
	SKILL: "Ursula Combo III"
	SKILL: "Ursula IcarusWings"
	SKILL: "Ursula Combo IV"
	SKILL: "Ursula AirAffinity IV"
	SKILL: "Ursula EarthAffinity IV"
	SKILL: "Ursula FireAffinity IV"
	SKILL: "Ursula SummonLightShield"
	SKILL: "Ursula WaterAffinity IV"



CREATEUNIT:		"Valens", "Valens"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	313

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Valens Evade"

	// basic skills
	SKILL: "Valens Attack"
//	SKILL: "Valens KillTest"
	SKILL: "Valens TargetLeg"
	SKILL: "Valens WideSwing"
	SKILL: "Valens TargetArm"
	SKILL: "Valens ShieldHit I"
	SKILL: "Valens TargetHead"
	SKILL: "Valens DestroyHelm"
	SKILL: "Valens HellGate"

	// innate skills
	SKILL: "Valens DervishFaith"
	SKILL: "Valens MuniosSpirit"
	SKILL: "Valens Evade II"
	SKILL: "Valens PeoplesHero I"
	SKILL: "Valens Awareness"
	SKILL: "Valens Discipline"
	SKILL: "Valens IndomitableWill"
	SKILL: "Valens OffBalance"

	// other skills
	SKILL: "Valens Shield"
	SKILL: "Valens CastleGreyskull"
	SKILL: "Valens AirAffinity I"
	SKILL: "Valens EarthAffinity I"
	SKILL: "Valens FireAffinity I"
	SKILL: "Valens WaterAffinity I"
	SKILL: "Valens Combo I"
	SKILL: "Valens MuniosSpiritSub"
	SKILL: "Valens Turtle I"
	SKILL: "Valens AirAffinity II"
	SKILL: "Valens EarthAffinity II"
	SKILL: "Valens FireAffinity II"
	SKILL: "Valens WaterAffinity II"
	SKILL: "Valens Combo II"
	SKILL: "Valens AirAffinity III"
	SKILL: "Valens EarthAffinity III"
	SKILL: "Valens FireAffinity III"
	SKILL: "Valens WaterAffinity III"
	SKILL: "Valens Combo III"
	SKILL: "Valens Combo IV"
	SKILL: "Valens AirAffinity IV"
	SKILL: "Valens EarthAffinity IV"
	SKILL: "Valens FireAffinity IV"
	SKILL: "Valens WaterAffinity IV"



CREATEUNIT:		"Scarab1", "Scarab"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	539

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "Scarab Evade"

	// basic skills
	SKILL: "Scarab Attack"
	SKILL: "Scarab FierySpittle"
	SKILL: "Scarab StinkBug"
	SKILL: "Scarab CarapaceRam"
	SKILL: "Scarab MandibleSwipe"
	SKILL: "Scarab Contamination"
	SKILL: "Scarab Tunnel"
	SKILL: "Scarab PoisonSpittle"
	SKILL: "Scarab CripplingBlow"
	SKILL: "Scarab HeavyStrike"
	SKILL: "Scarab HellGate"

	// innate skills
	SKILL: "Scarab GasImmunity"
	SKILL: "Scarab WeatheredChitin"
	SKILL: "Scarab FireAffinitybonus"
	SKILL: "Scarab WeatheredChitin II"
	SKILL: "Scarab Riposte"

	// other skills
	SKILL: "Scarab FireAffinity I"
	SKILL: "Scarab FireAffinity II"
	SKILL: "Scarab FireAffinity III"
	SKILL: "Scarab FireAffinity IV"
	SKILL: "Scarab Burrow"
	SKILL: "Scarab Combo I"
	SKILL: "Scarab Defend I"
	SKILL: "Scarab Combo II"
	SKILL: "Scarab Combo III"
	SKILL: "Scarab Combo IV"
	SKILL: "Scarab Defend II"
	SKILL: "Scarab RIposteSub"



CREATEUNIT:		"Scorpion1", "Scorpion"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	293

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "Scorpion Evade"

	// basic skills
	SKILL: "Scorpion Attack"
	SKILL: "Scorpion PincherAttacks"
	SKILL: "Scorpion Envenom"
	SKILL: "Scorpion Run I"
	SKILL: "Scorpion PoisonFlick"
	SKILL: "Scorpion Run II"
	SKILL: "Scorpion ShieldSnip"
	SKILL: "Scorpion TailWhirl"
	SKILL: "Scorpion TailWhip"
	SKILL: "Scorpion PrecisionAttack"
	SKILL: "Scorpion HellGate"

	// innate skills
	SKILL: "Scorpion FireResistance"
	SKILL: "Scorpion WeatheredChitin"
	SKILL: "Scorpion PoisonResistance"
	SKILL: "Scorpion Riposte"
	SKILL: "Scorpion Awareness"
	SKILL: "Scorpion Evade II"

	// other skills
	SKILL: "Scorpion WaterAffinity I"
	SKILL: "Scorpion Combo I"
	SKILL: "Scorpion Defend I"
	SKILL: "Scorpion WaterAffinity II"
	SKILL: "Scorpion Combo II"
	SKILL: "Scorpion WaterAffinity III"
	SKILL: "Scorpion Combo III"
	SKILL: "Scorpion Defend II"
	SKILL: "Scorpion Combo IV"
	SKILL: "Scorpion WaterAffinity IV"



CREATEUNIT:		"SecutorImp1", "SecutorImp"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Secutor Evade"

	// basic skills
	SKILL: "Secutor Attack"
	SKILL: "Secutor Run I"
	SKILL: "Secutor BackAttack"
	SKILL: "Secutor Trip"
	SKILL: "Secutor RemoveShield"
	SKILL: "Secutor ShieldBypass"
	SKILL: "Secutor TargetHead"
	SKILL: "Secutor Run II"
	SKILL: "Secutor Slice"
	SKILL: "Secutor HellGate"
	SKILL: "Secutor AttackSpear"

	// innate skills
	SKILL: "Secutor Wiseguy"
	SKILL: "Secutor BackStab"
	SKILL: "Secutor Smartass"
	SKILL: "Secutor Evade III"
	SKILL: "Secutor OffBalance"

	// other skills
	SKILL: "Secutor Shield"
	SKILL: "Secutor SandToss"
	SKILL: "Secutor AirAffinity I"
	SKILL: "Secutor EarthAffinity I"
	SKILL: "Secutor FireAffinity I"
	SKILL: "Secutor WaterAffinity I"
	SKILL: "Secutor Combo I"
	SKILL: "Secutor AirAffinity II"
	SKILL: "Secutor EarthAffinity II"
	SKILL: "Secutor FireAffinity II"
	SKILL: "Secutor WaterAffinity II"
	SKILL: "Secutor Combo II"
	SKILL: "Secutor Turtle I"
	SKILL: "Secutor AirAffinity III"
	SKILL: "Secutor EarthAffinity III"
	SKILL: "Secutor FireAffinity III"
	SKILL: "Secutor WaterAffinity III"
	SKILL: "Secutor Combo III"
	SKILL: "Secutor Combo IV"
	SKILL: "Secutor AirAffinity IV"
	SKILL: "Secutor EarthAffinity IV"
	SKILL: "Secutor FireAffinity IV"
	SKILL: "Secutor WaterAffinity IV"



CREATEUNIT:		"SecutorImpF1", "SecutorImpF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Secutor Evade"

	// basic skills
	SKILL: "Secutor Attack"
	SKILL: "Secutor Run I"
	SKILL: "Secutor BackAttack"
	SKILL: "Secutor Trip"
	SKILL: "Secutor RemoveShield"
	SKILL: "Secutor ShieldBypass"
	SKILL: "Secutor TargetHead"
	SKILL: "Secutor Run II"
	SKILL: "Secutor Slice"
	SKILL: "Secutor HellGate"
	SKILL: "Secutor AttackSpear"

	// innate skills
	SKILL: "Secutor Wiseguy"
	SKILL: "Secutor BackStab"
	SKILL: "Secutor Smartass"
	SKILL: "Secutor Evade III"
	SKILL: "Secutor OffBalance"

	// other skills
	SKILL: "Secutor Shield"
	SKILL: "Secutor SandToss"
	SKILL: "Secutor AirAffinity I"
	SKILL: "Secutor EarthAffinity I"
	SKILL: "Secutor FireAffinity I"
	SKILL: "Secutor WaterAffinity I"
	SKILL: "Secutor Combo I"
	SKILL: "Secutor AirAffinity II"
	SKILL: "Secutor EarthAffinity II"
	SKILL: "Secutor FireAffinity II"
	SKILL: "Secutor WaterAffinity II"
	SKILL: "Secutor Combo II"
	SKILL: "Secutor Turtle I"
	SKILL: "Secutor AirAffinity III"
	SKILL: "Secutor EarthAffinity III"
	SKILL: "Secutor FireAffinity III"
	SKILL: "Secutor WaterAffinity III"
	SKILL: "Secutor Combo III"
	SKILL: "Secutor Combo IV"
	SKILL: "Secutor AirAffinity IV"
	SKILL: "Secutor EarthAffinity IV"
	SKILL: "Secutor FireAffinity IV"
	SKILL: "Secutor WaterAffinity IV"



CREATEUNIT:		"SecutoSte1", "SecutorSte"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Secutor Evade"

	// basic skills
	SKILL: "Secutor Attack"
	SKILL: "Secutor Run I"
	SKILL: "Secutor BackAttack"
	SKILL: "Secutor Trip"
	SKILL: "Secutor RemoveShield"
	SKILL: "Secutor ShieldBypass"
	SKILL: "Secutor TargetHead"
	SKILL: "Secutor Run II"
